CaseNo,CaseYr,Address,DateOpened,CaseType,Status,StatusDate,Closed,parcel_id,lat,long
22151027W4,2014,1027 ROCKBRIDGE RD,05-27-2014,Nuisance,Closed Nuisance,06-18-2014,true,20028980,-84.49467283694,37.9548678927503
28662336W4,2014,2336 GOLDEN OAK DR,05-27-2014,Nuisance,Closed Nuisance,06-18-2014,true,19310570,-84.4660944717689,37.9637209933047
07403312W4,2014,3312 FOX TRACE RD,05-27-2014,Nuisance,Closed Nuisance,06-30-2014,true,20008940,-84.4557718559658,37.9757358429558
05100743W6,2014,743 DAKOTA ST,05-27-2014,Nuisance,Closed Nuisance,06-13-2014,true,15669475,-84.4852450068686,38.0582114249476
12240720W,2014,720 MAGOFFIN ST,05-27-2014,Nuisance,Closed Nuisance,06-13-2014,true,12273000,-84.475688196503,38.0490745943738
06080205W2,2014,205 EASTERN AVE,05-27-2014,Nuisance,Closed Nuisance,06-18-2014,true,13340700,-84.4883409349666,38.0442399374828
06460429W21,2014,429 ELM ST,05-28-2014,Nuisance,Closed Nuisance,06-16-2014,true,10510600,-84.502972492101,38.0625263291679
01851069W,2014,1069 BIRCH DR,05-28-2014,Nuisance,Closed Nuisance,06-16-2014,true,44136600,-84.5073910526567,38.0890480109358
07840463W5,2014,463 GEORGETOWN ST,05-28-2014,Nuisance,Closed Nuisance,06-16-2014,true,16581900,-84.5020608989283,38.0619360715461
07834134W3,2014,4134 GEORGETOWN RD,05-28-2014,Nuisance,Closed Nuisance,06-16-2014,true,25413400,-84.534582125302,38.1408448947176
01640761W6,2014,761 BENNETT AVE,05-28-2014,Nuisance,Closed Nuisance,06-13-2014,true,16085600,-84.5174918471558,38.04622954975
18701692-1694W2,2014,1692-1694 HILL VIEW PL,05-28-2014,Nuisance,Closed Nuisance,06-18-2014,true,15552000,-84.5339688088489,38.04505025318
38650585W,2014,585 TOWNSEND RIDGE,05-28-2014,Nuisance,Closed Nuisance,06-18-2014,true,38086430,-84.5437507907102,37.9757512726345
25032084W3,2014,2084 CALL DR,05-28-2014,Nuisance,Closed Nuisance,06-13-2014,true,38028070,-84.4273085079537,38.0479996801986
34760640W4,2014,640 DANBY WOODS DR,05-28-2014,Nuisance,Closed Nuisance,06-13-2014,true,38007480,-84.4413448910902,38.0194964963508
09771429W4,2014,1429 HUNTSVILLE DR,05-28-2014,Nuisance,Closed Nuisance,06-13-2014,true,10227300,-84.4368941997629,38.0589353020984
06650500-502W5,2014,500-502 EUCLID AVE,05-28-2014,Nuisance,Closed Nuisance,06-17-2014,true,12105674,-84.4960802636236,38.0342665505119
06650506W14,2014,506 EUCLID AVE,05-28-2014,Nuisance,Closed Nuisance,06-17-2014,true,12665900,-84.4958862730994,38.0340949896831
24570276W,2014,276 OLD MT TABOR RD,05-28-2014,Nuisance,Closed Nuisance,06-16-2014,true,10044930,-84.4923209197506,38.0069699932811
07202017W3,2014,2017 FONTAINE RD,05-28-2014,Nuisance,Closed Nuisance,06-16-2014,true,10097700,-84.4719394277058,38.019056305153
12300263W2,2014,263 MALABU DR,05-28-2014,Nuisance,Closed Nuisance,06-18-2014,true,15143750,-84.5146966967962,38.0001979602535
38510896W,2014,896 LAUDERDALE DR,05-28-2014,Nuisance,Closed Nuisance,06-10-2014,true,38077260,-84.5107870350743,37.9536484396479
27244300W,2014,4300 CLEARWATER WAY,05-28-2014,Nuisance,Closed Nuisance,06-13-2014,true,38093540,-84.5029232192691,37.9601842002775
16160424W,2014,424 ROBERTSON ST,05-29-2014,Nuisance,Closed Nuisance,06-11-2014,true,11726850,-84.5152624266724,38.0521194882558
17560445W7,2014,445 SPEIGLE ST,05-29-2014,Nuisance,Closed Nuisance,06-11-2014,true,11075300,-84.5149354848699,38.052337230356
17560432W,2014,432 SPEIGLE ST,05-29-2014,Nuisance,Closed Nuisance,06-11-2014,true,14122200,-84.5144334169172,38.0525107755126
10061020W7,2014,1020 JANE ST,05-29-2014,Nuisance,Closed Nuisance,06-11-2014,true,11726702,-84.5143594441167,38.0512597220586
37960519W2,2014,519 PARSLEY DR,05-29-2014,Nuisance,Closed Nuisance,06-16-2014,true,25150000,-84.4532024174696,38.0806769323759
17560436W3,2014,436 SPEIGLE ST,05-29-2014,Nuisance,Closed Nuisance,06-19-2014,true,15503502,-84.5144116831363,38.0524428495697
35832781W,2014,2781 STONEY PARK LN,05-29-2014,Nuisance,Closed Nuisance,06-30-2014,true,38031770,-84.5541530264918,38.081387163816
01461814W2,2014,1814 BEACON HILL RD,05-29-2014,Nuisance,Closed Nuisance,06-18-2014,true,22962000,-84.5402505378874,38.0339408862291
27433636W4,2014,3636 COTTAGE CIR,05-29-2014,Nuisance,Closed Nuisance,07-01-2014,true,20118820,-84.5739785684364,38.0070004519689
08871697W,2014,1697 HARROGATE RD,05-29-2014,Nuisance,Closed Nuisance,06-16-2014,true,13922100,-84.4567065462695,38.0564466709287
18030510W,2014,510 STONEHAVEN DR,05-29-2014,Nuisance,Closed Nuisance,06-30-2014,true,10913275,-84.4562021375311,38.0564637340008
06650704W2,2014,704 EUCLID AVE,05-29-2014,Nuisance,Closed Nuisance,06-17-2014,true,15298800,-84.4928090306896,38.030785394643
16270300W12,2014,300 ROMANY RD,05-29-2014,Nuisance,Closed Nuisance,06-14-2014,true,15293100,-84.4858094239819,38.0208911351362
01180216W3,2014,216 BARBERRY LN,05-29-2014,Nuisance,Closed Nuisance,06-18-2014,true,26462325,-84.5169666828223,38.0229131566575
14403384W3,2014,3384 OTTER CREEK DR,05-29-2014,Nuisance,Closed Nuisance,06-18-2014,true,15085602,-84.4456224332325,37.9935105749196
06470416W3,2014,416 ELM TREE LN,05-29-2014,Nuisance,Closed Nuisance,06-13-2014,true,38039680,-84.4861937798566,38.0482153525829
05100745W19,2014,745 DAKOTA ST,05-29-2014,Nuisance,Closed Nuisance,06-13-2014,true,15837000,-84.4851592501503,38.0582714461895
12040661W15,2014,661 E LOUDON AVE,05-29-2014,Nuisance,Closed Nuisance,06-13-2014,true,12962800,-84.4717830812013,38.049640498493
09331440W2,2014,1440 HIGHLAWN AVE,05-29-2014,Nuisance,Closed Nuisance,06-16-2014,true,46467150,-84.4687520589806,38.0612839476017
06470615W19,2014,615 ELM TREE LN,05-29-2014,Nuisance,Closed Nuisance,06-16-2014,true,12229900,-84.4824080236179,38.0514507814881
14200430W3,2014,430 OHIO ST,05-29-2014,Nuisance,Closed Nuisance,06-23-2014,true,17114600,-84.4852741148976,38.0475098130893
11660535W14,2014,535 N LIMESTONE,05-29-2014,Nuisance,Closed Nuisance,06-23-2014,true,15445500,-84.487679349709,38.0533415846689
38673855W4,2014,3855 LOCHDALE TER #1104,05-30-2014,Nuisance,Closed Nuisance,06-18-2014,true,38159530,-84.5409641783775,37.9723842498088
01890622W3,2014,622 BISHOP DR,05-30-2014,Nuisance,Closed Nuisance,07-08-2014,true,10834500,-84.468383767742,38.0805786672939
19130372W17,2014,372 TRANSYLVANIA PARK,05-30-2014,Nuisance,Closed Nuisance,06-19-2014,true,12675900,-84.4967769351703,38.0354322698231
26220324W2,2014,324 FOREST HILL DR,05-30-2014,Nuisance,Closed Nuisance,06-18-2014,true,19315810,-84.4213957451374,38.0022678786121
28153664W,2014,3664 IRON LACE DR,05-30-2014,Nuisance,Closed Nuisance,06-30-2014,true,19314980,-84.4035659914672,38.0040082549103
11200452W,2014,452 LANCELOT LN,05-30-2014,Nuisance,Closed Nuisance,06-18-2014,true,14394550,-84.5081876485097,37.9813923576414
23113649W18,2014,3649 ARBOR DR,05-30-2014,Nuisance,Closed Nuisance,07-02-2014,true,10038620,-84.4763946654166,37.9688619220895
21630811W7,2014,811 SHELBY AVE,05-30-2014,Nuisance,Closed Nuisance,06-18-2014,true,16314400,-84.468436831241,38.043423808539
03270151W7,2014,151 CARLISLE AVE,05-30-2014,Nuisance,Closed Nuisance,06-18-2014,true,10444100,-84.4744852896296,38.0600692323528
01940349W4,2014,349 BLACKBURN AVE AKA 349-371 BLACKBURN AVE,05-30-2014,Nuisance,Closed Nuisance,06-18-2014,true,12198000,-84.4986091351631,38.057561750878
12240705W4,2014,705 MAGOFFIN ST,05-30-2014,Nuisance,Closed Nuisance,06-18-2014,true,16763557,-84.4765208803147,38.0491877073605
16830220W,2014,220 E SECOND ST,05-30-2014,Nuisance,Closed Nuisance,06-23-2014,true,12027500,-84.4917271153123,38.0465350693435
12361151W10,2014,1151 MANCHESTER ST,06-02-2014,Nuisance,Closed Nuisance,06-16-2014,true,22405900,-84.516462783103,38.0557971828345
07840851W6,2014,851 GEORGETOWN ST,06-02-2014,Nuisance,Closed Nuisance,06-23-2014,true,10446300,-84.5046028990128,38.0696605943042
00231253-1255W,2014,1253-1255 ALEXANDRIA DR,06-02-2014,Nuisance,Closed Nuisance,06-27-2014,true,13757401,-84.5529820555452,38.0524375078274
00231248-1250W,2014,1248-1250 ALEXANDRIA DR,06-02-2014,Nuisance,Closed Nuisance,06-27-2014,true,12757525,-84.5523093079695,38.0526951416775
35832788W7,2014,2788 STONEY PARK LN,06-02-2014,Nuisance,Closed Nuisance,06-30-2014,true,38031700,-84.5547379825972,38.0812281818562
11810636W10,2014,636 LISA CT,06-02-2014,Nuisance,Closed Nuisance,06-17-2014,true,13183250,-84.4614371404454,38.0843677688116
04691856W10,2014,1856 COSTIGAN DR,06-02-2014,Nuisance,Closed Nuisance,06-18-2014,true,15395900,-84.4791816638848,38.0892956687238
30680610W20,2014,610 DREAMLAND DR,06-02-2014,Nuisance,Closed Nuisance,06-23-2014,true,25339835,-84.4698499390322,38.0769847276286
17930221W16,2014,221 STATE ST,06-02-2014,Nuisance,Closed Nuisance,06-18-2014,true,23459600,-84.5142562408056,38.0311920307358
19840207W7,2014,207 WALLER AVE,06-02-2014,Nuisance,Closed Nuisance,06-18-2014,true,27092125,-84.5135713044984,38.0290422080839
16900764W2,2014,764 E SEVENTH ST,06-02-2014,Nuisance,Closed Nuisance,06-16-2014,true,14957300,-84.4716753828313,38.0449046033922
06080201-203W2,2014,201-203 EASTERN AVE,06-02-2014,Nuisance,Closed Nuisance,06-18-2014,true,11909251,-84.4883902330946,38.044135712757
06080184W3,2014,184 EASTERN AVE,06-02-2014,Nuisance,Closed Nuisance,07-21-2014,true,10036070,-84.4885074372593,38.0433960448682
19661261W12,2014,1261 VILLAGE DR,06-03-2014,Nuisance,Closed Nuisance,06-27-2014,true,11053800,-84.5515095310134,38.0519166167592
13900229W7,2014,229 NEWCASTLE CT,06-03-2014,Nuisance,Closed Nuisance,06-27-2014,true,11580700,-84.5449595641899,38.0567117146968
17952187W4,2014,2187 STEPHENS LN,06-03-2014,Nuisance,Closed Nuisance,06-20-2014,true,11061200,-84.5560562722174,38.0258228143624
00980401W5,2014,401 AYLESFORD PL,06-03-2014,Nuisance,Closed Nuisance,06-19-2014,true,10157200,-84.4984758481701,38.0364142528003
06650722W7,2014,722 EUCLID AVE,06-03-2014,Nuisance,Closed Nuisance,06-19-2014,true,11372825,-84.4917417388215,38.0302931673577
05941128W,2014,1128 DUNBARTON LN,06-03-2014,Nuisance,Closed Nuisance,06-20-2014,true,24716443,-84.4807686891652,37.9944955180935
21100206W,2014,206 WOODSPOINT RD,06-03-2014,Nuisance,Closed Nuisance,06-24-2014,true,16858100,-84.4809201559098,38.0262916764121
14380230W5,2014,230 OSAGE CT,06-03-2014,Nuisance,Closed Nuisance,06-25-2014,true,11178060,-84.4503973852441,38.0149928979185
31433459W2,2014,3459 SPENDTHRIFT WAY,06-03-2014,Nuisance,Closed Nuisance,06-27-2014,true,15465750,-84.485901240959,37.9892037898489
16830224W3,2014,224 E SECOND ST,06-03-2014,Nuisance,Closed Nuisance,06-23-2014,true,10045240,-84.4916451715038,38.0464624853244
30400446W,2014,446 SILVER MAPLE WAY,06-03-2014,Nuisance,Closed Nuisance,06-23-2014,true,14868800,-84.4863578637345,38.0493035216919
16531312W,2014,1312 RUSSELL CAVE RD,06-03-2014,Nuisance,Closed Nuisance,06-27-2014,true,23209501,-84.4797089706678,38.0684466205643
05810419W4,2014,419 DOUGLAS AVE,06-04-2014,Nuisance,Closed Nuisance,06-23-2014,true,13354200,-84.5070583940191,38.0653071707208
15430400W11,2014,400 PRICE RD,06-04-2014,Nuisance,Closed Nuisance,06-23-2014,true,10367600,-84.5090067672069,38.0675626026495
07120740W9,2014,740 FLORENCE AVE,06-04-2014,Nuisance,Closed Nuisance,06-23-2014,true,10705200,-84.5064689223948,38.066860151976
07120757W5,2014,757 FLORENCE AVE,06-04-2014,Nuisance,Closed Nuisance,06-23-2014,true,10705225,-84.5072644256607,38.0672120747176
02350782W4,2014,782 BREATHITT AVE,06-04-2014,Nuisance,Closed Nuisance,06-23-2014,true,10705250,-84.5076391201966,38.0670999758831
02350780W7,2014,780 BREATHITT AVE,06-04-2014,Nuisance,Closed Nuisance,06-23-2014,true,14953100,-84.5075895981708,38.0670118413335
02350778W12,2014,778 BREATHITT AVE,06-04-2014,Nuisance,Closed Nuisance,06-23-2014,true,14953200,-84.507538345101,38.0669213535
02350763W3,2014,763 BREATHITT AVE,06-04-2014,Nuisance,Closed Nuisance,06-23-2014,true,17132600,-84.5074467626262,38.0659567026061
05810423W4,2014,423 DOUGLAS AVE,06-04-2014,Nuisance,Closed Nuisance,06-23-2014,true,10827500,-84.5066657869374,38.0654802489912
05810410W,2014,410 DOUGLAS AVE,06-04-2014,Nuisance,Closed Nuisance,06-23-2014,true,13243450,-84.5073677209009,38.0645798904677
08460410W8,2014,410 GREENWOOD AVE,06-04-2014,Nuisance,Closed Nuisance,06-23-2014,true,11576600,-84.5063007656399,38.0693010265397
03940712W4,2014,712 CHILES AVE,06-04-2014,Nuisance,Closed Nuisance,06-23-2014,true,16596800,-84.5075586637013,38.0654190446906
16862426W,2014,2426 SEINE RD,06-04-2014,Nuisance,Closed Nuisance,06-27-2014,true,13348500,-84.5572102874211,38.0490559415004
13900224W7,2014,224 NEWCASTLE CT,06-04-2014,Nuisance,Closed Nuisance,06-27-2014,true,16195400,-84.5454893628358,38.0562110667816
07120763W14,2014,763 FLORENCE AVE,06-04-2014,Nuisance,Closed Nuisance,06-30-2014,true,15683800,-84.5073599599813,38.0674130854476
02193401W11,2014,3401 BOSTON RD,06-04-2014,Nuisance,Closed Nuisance,06-23-2014,true,20478713,-84.5420811563069,37.9885767954295
07852107W5,2014,2107 GEORGIAN WAY,06-04-2014,Nuisance,Closed Nuisance,08-06-2014,true,10368200,-84.5588933638394,38.0297848713282
02501729W5,2014,1729 N BROADWAY,06-04-2014,Nuisance,Closed Nuisance,06-19-2014,true,20086870,-84.4679573084736,38.0701568888114
02501733W2,2014,1733 N BROADWAY,06-04-2014,Nuisance,Closed Nuisance,06-19-2014,true,20086860,-84.467625716974,38.0702411131987
15620221W,2014,221 RADCLIFFE RD,06-04-2014,Nuisance,Closed Nuisance,06-19-2014,true,12474200,-84.4660792272586,38.0855051564211
19930851W11,2014,851 WARD DR,06-04-2014,Nuisance,Closed Nuisance,06-19-2014,true,10025090,-84.4728891184988,38.0924153667398
12000575W,2014,575 LONGVIEW DR,06-04-2014,Nuisance,Closed Nuisance,06-16-2014,true,20095400,-84.5314391047607,38.0200464976526
02432036W,2014,2036 BRIDGEPORT DR,06-04-2014,Nuisance,Closed Nuisance,06-20-2014,true,12290175,-84.4745528079902,38.0070765222054
02570755W3,2014,755 BROOKHILL DR,06-04-2014,Nuisance,Closed Nuisance,06-20-2014,true,54561300,-84.5011635607902,37.9983263974288
07202000W,2014,2000 FONTAINE RD,06-04-2014,Nuisance,Closed Nuisance,06-24-2014,true,16837300,-84.4735091151625,38.019201072099
29990732W,2014,732 PIONEER LN,06-04-2014,Nuisance,Closed Nuisance,06-18-2014,true,38103630,-84.4649596966676,38.0404911929811
29990744W2,2014,744 PIONEER LN,06-04-2014,Nuisance,Closed Nuisance,06-18-2014,true,38103690,-84.4647046783771,38.0407148334483
29990709W,2014,709 PIONEER LN,06-04-2014,Nuisance,Closed Nuisance,06-23-2014,true,19336610,-84.4658235107761,38.040309096581
29003173W7,2014,3173 GLENWOOD DR,06-04-2014,Nuisance,Closed Nuisance,06-24-2014,true,19307860,-84.4100216687531,38.0155184467537
29003176W6,2014,3176 GLENWOOD DR,06-04-2014,Nuisance,Closed Nuisance,06-24-2014,true,19307060,-84.4101195795684,38.0157785266417
29003177W8,2014,3177 GLENWOOD DR,06-04-2014,Nuisance,Closed Nuisance,06-24-2014,true,19307070,-84.4099893759905,38.0156275408697
29620788W2,2014,788 ORLEAN CIR,06-04-2014,Nuisance,Closed Nuisance,06-23-2014,true,19324640,-84.453851806977,37.9961825814048
10550281W3,2014,281 KENLOCK DR,06-04-2014,Nuisance,Closed Nuisance,06-24-2014,true,27108450,-84.5232342738519,37.9759093672022
32177962W4,2014,7962 OLD RICHMOND RD,06-04-2014,Nuisance,Closed Nuisance,07-18-2014,true,26924000,-84.3568064020255,37.9052778249644
00160167W12,2014,167 ALABAMA AVE,06-04-2014,Nuisance,Closed Nuisance,06-23-2014,true,16745600,-84.4829631508155,38.0536534223654
16830327W8,2014,327 E SECOND ST,06-04-2014,Nuisance,Closed Nuisance,06-24-2014,true,13049300,-84.4893526777583,38.0451364598815
06080176W4,2014,176 EASTERN AVE,06-04-2014,Nuisance,Closed Nuisance,06-24-2014,true,10036030,-84.4887368412582,38.0432366479587
20410860W5,2014,860 WHITNEY AVE,06-05-2014,Nuisance,Closed Nuisance,06-23-2014,true,16462950,-84.5056170667858,38.0614481081844
42882864-2812W,2014,2864-2812 KEARNEY CREEK LN,06-05-2014,Nuisance,Closed Nuisance,06-27-2014,true,38191530,-84.5214071547243,38.1078421271186
13720892W2,2014,892 NANDINO BLVD,06-05-2014,Nuisance,Closed Nuisance,06-27-2014,true,38233900,-84.4967406506109,38.0771459042431
11960138W29,2014,138 LONDONDERRY DR,06-05-2014,Nuisance,Closed Nuisance,06-27-2014,true,10904700,-84.5397094154374,38.0521141162692
06001961W6,2014,1961 DUNKIRK DR,06-05-2014,Nuisance,Closed Nuisance,06-30-2014,true,10036660,-84.5427873812735,38.0566569334335
10871995W4,2014,1995 KNIGHT LN,06-05-2014,Nuisance,Closed Nuisance,07-07-2014,true,44368425,-84.5047612367271,38.0908408830038
12512033W11,2014,2033 MARK AVE,06-05-2014,Nuisance,Closed Nuisance,07-07-2014,true,43901900,-84.5045864457631,38.0913983144452
12512016W14,2014,2016 MARK AVE,06-05-2014,Nuisance,Closed Nuisance,07-07-2014,true,44978150,-84.5051955376319,38.0910797520175
03670470W10,2014,470 CHAIR AVE,06-05-2014,Nuisance,Closed Nuisance,06-23-2014,true,16002975,-84.5098442257583,38.0446367014424
03670472W10,2014,472 CHAIR AVE,06-05-2014,Nuisance,Closed Nuisance,06-23-2014,true,11196500,-84.5099026884097,38.0446930798529
12070639W10,2014,639 LOWER ST,06-05-2014,Nuisance,Closed Nuisance,06-23-2014,true,12064650,-84.5099748535266,38.0444199650707
12070641W3,2014,641 LOWER ST,06-05-2014,Nuisance,Closed Nuisance,06-23-2014,true,12064651,-84.5100469242615,38.0443734179437
12070643W2,2014,643 LOWER ST,06-05-2014,Nuisance,Closed Nuisance,06-23-2014,true,12064652,-84.5101223214272,38.0443232118924
12070645W2,2014,645 LOWER ST,06-05-2014,Nuisance,Closed Nuisance,06-23-2014,true,12064653,-84.5101844484501,38.0442819990361
12070647W2,2014,647 LOWER ST,06-05-2014,Nuisance,Closed Nuisance,06-23-2014,true,12064654,-84.5102460187646,38.04424084405
12070653W10,2014,653 LOWER ST,06-05-2014,Nuisance,Closed Nuisance,06-23-2014,true,14512800,-84.5104050492095,38.0442671392851
14710636W2,2014,636 PATTERSON ST,06-05-2014,Nuisance,Closed Nuisance,06-23-2014,true,12064601,-84.5101321048515,38.0445684834812
14710638W2,2014,638 PATTERSON ST,06-05-2014,Nuisance,Closed Nuisance,06-23-2014,true,12064655,-84.5102028839695,38.0445239312802
14710640W2,2014,640 PATTERSON ST,06-05-2014,Nuisance,Closed Nuisance,06-23-2014,true,12064656,-84.5102790410853,38.0444744409192
14710642W4,2014,642 PATTERSON ST,06-05-2014,Nuisance,Closed Nuisance,06-23-2014,true,12064657,-84.5103416648463,38.0444336047207
14710644W2,2014,644 PATTERSON ST,06-05-2014,Nuisance,Closed Nuisance,06-23-2014,true,12064602,-84.5104039739881,38.0443931104332
03191613W,2014,1613 CANTRILL DR,06-05-2014,Nuisance,Closed Nuisance,06-20-2014,true,10574050,-84.4449645701464,38.047845464387
42202196W2,2014,2196 THUNDERSTICK DR,06-05-2014,Nuisance,Closed Nuisance,06-20-2014,true,38234220,-84.4269575826438,38.0447576762624
19930891W14,2014,891 WARD DR,06-05-2014,Nuisance,Closed Nuisance,06-20-2014,true,10024980,-84.4746835115539,38.0932947121468
00340332W10,2014,332 AMERICAN AVE,06-05-2014,Nuisance,Closed Nuisance,06-24-2014,true,46444775,-84.5189295065302,38.0343873109679
00340342W13,2014,342 AMERICAN AVE,06-05-2014,Nuisance,Closed Nuisance,06-24-2014,true,42304100,-84.519300713363,38.034756235271
35200200W11,2014,200 MOUSAS WAY,06-05-2014,Nuisance,Closed Nuisance,06-18-2014,true,38018410,-84.4495982283547,38.0105782370891
38443308W2,2014,3308 TAHOE DR,06-05-2014,Nuisance,Closed Nuisance,06-23-2014,true,10000060,-84.4547173894041,37.9808898168076
13572897W3,2014,2897 MT MCKINLEY WAY,06-05-2014,Nuisance,Closed Nuisance,06-23-2014,true,10276383,-84.4604625151303,37.9822031974544
08181345W7,2014,1345 GRAFTON DR,06-05-2014,Nuisance,Closed Nuisance,06-23-2014,true,10276597,-84.4576216287158,37.981314265773
20794039W,2014,4039 WINNEPEG WAY,06-05-2014,Nuisance,Closed Nuisance,06-24-2014,true,26901400,-84.5276370756892,37.971123528889
17941355W2,2014,1355 STEPHEN FOSTER DR,06-05-2014,Nuisance,Closed Nuisance,06-26-2014,true,10249800,-84.481379270228,37.9752119093878
32177959W3,2014,7959 OLD RICHMOND RD,06-05-2014,Nuisance,Closed Nuisance,08-01-2014,true,21805800,-84.355281265489,37.905758242301
10100448W5,2014,448 JEFFERSON ST,06-05-2014,Nuisance,Closed Nuisance,06-24-2014,true,13334100,-84.4950356078259,38.0572196220841
10691156W4,2014,1156 KILRUSH DR,06-06-2014,Nuisance,Closed Nuisance,06-30-2014,true,15757400,-84.5508506769717,38.0569822847948
38990213W,2014,213 STALLION RUN,06-06-2014,Nuisance,Closed Nuisance,06-30-2014,true,38104810,-84.552237005498,38.0798148664517
17690655W4,2014,655 SPRINGRIDGE DR,06-06-2014,Nuisance,Closed Nuisance,07-24-2014,true,23817400,-84.5365585677025,38.0230219928596
35142567-2569W,2014,2567-2569 MACKENZIE LN,06-06-2014,Nuisance,Closed Nuisance,06-24-2014,true,38017660,-84.4482674872638,38.0295077592497
13253208W2,2014,3208 MIRROR LAKE DR,06-06-2014,Nuisance,Closed Nuisance,06-16-2014,true,10276659,-84.462265138188,37.976820584663
22734251W3,2014,4251 SARON DR,06-06-2014,Nuisance,Closed Nuisance,06-24-2014,true,19978480,-84.5023564426017,37.9656893758973
06670585W5,2014,585 EUREKA SPRINGS DR (AKA 587),06-06-2014,Nuisance,Closed Nuisance,06-26-2014,true,17289681,-84.4578076881224,37.9973422381298
13253208W3,2014,3208 MIRROR LAKE DR,06-06-2014,Nuisance,Closed Nuisance,07-08-2014,true,10276659,-84.462265138188,37.976820584663
02661401W8,2014,1401 BRYAN AVE,06-06-2014,Nuisance,Closed Nuisance,06-25-2014,true,11942200,-84.4701166405229,38.0587340270378
12451007W,2014,1007 MARCELLUS DR,06-06-2014,Nuisance,Closed Nuisance,06-25-2014,true,12877100,-84.4654489801374,38.0549440080619
11910211W9,2014,211 LOCUST AVE,06-06-2014,Nuisance,Closed Nuisance,07-21-2014,true,41575800,-84.4726633668226,38.0599427930133
06500228W,2014,228 ELMWOOD DR,06-09-2014,Nuisance,Closed Nuisance,06-24-2014,true,16003150,-84.4495721629789,38.0895273134677
19500988W4,2014,988 VALLEY FARM DR,06-09-2014,Nuisance,Closed Nuisance,06-24-2014,true,11421853,-84.475329782405,38.0902960646922
31970150W3,2014,150 OLD CASSIDY AVE,06-09-2014,Nuisance,Closed Nuisance,06-27-2014,true,13927800,-84.4899924031989,38.0255906516761
21012608W6,2014,2608 WOODHILL DR,06-09-2014,Nuisance,Closed Nuisance,06-25-2014,true,19319060,-84.4457602066936,38.0132938167879
07710217W12,2014,217 GARRETT AVE,06-10-2014,Nuisance,Closed Nuisance,06-30-2014,true,12799500,-84.5358226420657,38.0532427714147
10491067W17,2014,1067 KELSEY DR,06-10-2014,Nuisance,Closed Nuisance,06-30-2014,true,15028250,-84.5500982270365,38.0584525815148
11211045W6,2014,1045 LANE ALLEN RD,06-10-2014,Nuisance,Closed Nuisance,06-26-2014,true,26543500,-84.5540759934052,38.0339402671238
29591680W2,2014,1680 CHANDLER LN,06-10-2014,Nuisance,Closed Nuisance,07-01-2014,true,38023460,-84.5298580365507,38.0359521764513
29591688W,2014,1688 CHANDLER LN,06-10-2014,Nuisance,Closed Nuisance,07-01-2014,true,38023500,-84.5294073771537,38.0357113292151
15350481W6,2014,481 POTOMAC DR,06-10-2014,Nuisance,Closed Nuisance,07-01-2014,true,26580500,-84.5443030995397,37.9866410042542
11211049W6,2014,1049 LANE ALLEN RD,06-10-2014,Nuisance,Closed Nuisance,07-11-2014,true,22967000,-84.5547337554797,38.0342432602799
06500192W2,2014,192 ELMWOOD DR,06-10-2014,Nuisance,Closed Nuisance,06-26-2014,true,15824850,-84.4487582726882,38.0883074313633
15620296W2,2014,296 RADCLIFFE RD,06-10-2014,Nuisance,Closed Nuisance,07-10-2014,true,14351400,-84.4624375023632,38.0837811289295
06330137W9,2014,137 ELAM PARK,06-10-2014,Nuisance,Closed Nuisance,06-23-2014,true,25693700,-84.5236498636065,38.0170345605671
04172038W,2014,2038 CLAYS MILL RD,06-10-2014,Nuisance,Closed Nuisance,06-26-2014,true,21951400,-84.5325634854963,38.0224608335783
13971900W4,2014,1900 NICHOLASVILLE RD,06-10-2014,Nuisance,Closed Nuisance,06-26-2014,true,25004800,-84.5153262702057,38.0137673757732
11670545-549W9,2014,545-549 S LIMESTONE,06-10-2014,Nuisance,Closed Nuisance,06-27-2014,true,13823500,-84.5074486912586,38.0382892834091
12690655W3,2014,655 MAXWELTON CT,06-10-2014,Nuisance,Closed Nuisance,06-27-2014,true,15816400,-84.5096193014447,38.0361318635304
18591015W4,2014,1015 TATES CREEK RD,06-10-2014,Nuisance,Closed Nuisance,06-27-2014,true,12717100,-84.4905731535034,38.0256847623435
39504545W4,2014,4545 WALNUT CREEK DR,06-10-2014,Nuisance,Closed Nuisance,06-24-2014,true,38176150,-84.4180483806639,37.9853010429862
11100725W5,2014,725 LAKEVIEW DR,06-10-2014,Nuisance,Closed Nuisance,06-26-2014,true,45707100,-84.4581669981497,38.0305033541503
43732963W5,2014,2963 CADENTOWN RD,06-10-2014,Nuisance,Closed Nuisance,06-26-2014,true,20337600,-84.4249264275142,38.0104994417429
36231167W4,2014,1167 APPIAN CROSSING WAY,06-10-2014,Nuisance,Closed Nuisance,06-27-2014,true,22631500,-84.4919008758138,37.9773861521965
15823737W2,2014,3737 RED RIVER DR,06-10-2014,Nuisance,Closed Nuisance,06-27-2014,true,10962892,-84.4848546660291,37.9693710079239
09651260W2,2014,1260 HOT SPRINGS CT,06-10-2014,Nuisance,Closed Nuisance,06-27-2014,true,16353400,-84.4807128750161,37.9776259685802
18253609W2,2014,3609 SUNDART DR,06-10-2014,Nuisance,Closed Nuisance,06-27-2014,true,15668869,-84.4754858614454,37.9741888430968
